recognition_color_2_1000_mean,recognition_color_2_1000_std,recognition_color_2_1500_mean,recognition_color_2_1500_std,recognition_color_2_500_mean,recognition_color_2_500_std,recognition_shape_2_1000_mean,recognition_shape_2_1000_std,recognition_shape_2_1500_mean,recognition_shape_2_1500_std,recognition_shape_2_500_mean,recognition_shape_2_500_std
470.1666666666667,67.47570368832989,412.1666666666667,41.61341695400938,470.27777777777777,107.38540023209177,491.6666666666667,76.73867036515401,463.27777777777777,70.99942465015893,600.0555555555555,145.79698706732074
482.77777777777777,41.5629296871985,698.5555555555555,519.3773673093608,538.5882352941177,105.18380271192508,583.6111111111111,138.9164534738475,548.8333333333334,82.46229084717878,654.6470588235294,313.7889300900509
514.8333333333334,99.80937713815212,516.7222222222222,89.02597476583188,573.7222222222222,148.95115881529188,541.9444444444445,117.91047063330431,526.6666666666666,83.01523602185749,803.3333333333334,310.0008448529194
572.1666666666666,147.47213096637856,525.9444444444445,70.12130013074588,553.0555555555555,139.06387538792558,606.4117647058823,214.7356103512903,571.4444444444445,126.02997879693369,632.875,174.12825732775252
749.7777777777778,262.96019729129563,797.4444444444445,251.65223955530897,677.4444444444445,249.73520617368786,682.2777777777778,159.59242409984677,768.5,279.6090232491665,860.8235294117648,297.40780825621357
486.5625,58.78431621898254,425.6666666666667,40.35139767241832,482.6666666666667,89.09215321623942,562.5882352941177,102.08517205226808,505.55555555555554,107.53889705164809,549.75,118.60213601224334
378.11764705882354,74.50661241874876,436.4375,107.63640570612405,375.72222222222223,54.705420266514245,433.8888888888889,47.20778710550509,512.9444444444445,95.65100302184483,449.1666666666667,51.90970667475229
528.0,79.43180575000093,462.77777777777777,72.94684249551422,467.11764705882354,52.823861030008466,600.3333333333334,150.75574323271093,516.3888888888889,70.46579386181045,526.2352941176471,115.91566406862614
504.44444444444446,63.69155657608759,470.7647058823529,45.13663895850674,530.2777777777778,107.53538709245521,563.0,111.23002133893,559.4705882352941,133.3998302318348,616.3888888888889,156.24796992145264
452.4117647058824,99.92563411328034,479.72222222222223,100.5513070997942,681.0,253.68169031288008,523.8823529411765,76.17568702753948,532.2222222222222,79.22830417853542,697.1111111111111,147.2120874548366
411.1111111111111,69.56916904093185,387.6111111111111,38.33772353376807,459.6111111111111,52.06911570650606,417.8333333333333,47.1533792688349,416.27777777777777,61.17074036763151,493.44444444444446,89.8856935696484
435.22222222222223,78.98440319273432,408.22222222222223,55.34018384241616,450.55555555555554,88.52199608486963,476.94117647058823,56.197720803689286,428.6470588235294,48.42770536644105,604.25,136.4358212982695
535.7222222222222,122.36868378487132,544.8235294117648,96.56360293487761,528.2777777777778,94.6204837638892,541.7777777777778,106.31117231729282,570.0588235294117,93.08495487203832,544.9444444444445,68.35673917654114
559.5555555555555,156.86458087161085,,,,,678.4375,315.27891752119,,,,
469.94444444444446,66.65139530971595,592.1111111111111,144.35327942601702,491.625,138.21619538486317,488.44444444444446,85.15330273876792,659.5555555555555,216.40191969960247,560.7142857142857,174.70829691514083
439.6875,92.05195543821978,460.0,66.09173660192947,455.6111111111111,109.76559993050908,490.94444444444446,92.04185251492434,512.0588235294117,96.02504268954745,581.9444444444445,117.09798422046696
,,475.6666666666667,95.13828944040911,,,,,507.72222222222223,76.75155147353551,,
,,,,427.3888888888889,32.58317662065519,,,,,485.94444444444446,116.0590479642974
499.406352124183,85.07389961820027,505.91480290032683,110.14001668740933,510.18387459150324,82.92261838660866,542.7489532271243,76.64059932288718,537.4765114379085,84.41288169877747,603.851781337535,110.42357955905116
